0,1,302.62,322.42,81.90,166.27,0.95,-1,-1,-1
0,2,191.59,312.75,82.01,171.90,0.94,-1,-1,-1
0,3,-1.83,311.62,86.99,180.22,0.93,-1,-1,-1
0,4,549.90,325.80,50.40,140.40,0.92,-1,-1,-1
0,5,103.95,327.15,83.02,162.90,0.92,-1,-1,-1
0,6,897.75,336.82,63.45,141.07,0.91,-1,-1,-1
0,7,683.10,345.60,41.40,108.00,0.91,-1,-1,-1
0,8,591.75,341.32,46.80,126.67,0.91,-1,-1,-1
0,9,719.55,343.35,31.50,91.80,0.90,-1,-1,-1
0,10,436.72,350.55,48.38,111.15,0.90,-1,-1,-1
0,11,474.75,335.47,35.10,94.95,0.88,-1,-1,-1
0,12,353.92,331.65,44.55,130.95,0.88,-1,-1,-1
0,13,757.35,349.20,27.90,85.50,0.88,-1,-1,-1
0,14,610.65,335.92,38.70,107.10,0.87,-1,-1,-1
0,15,384.97,339.75,33.30,91.80,0.86,-1,-1,-1
0,16,69.19,325.35,70.76,137.70,0.86,-1,-1,-1
0,17,501.75,341.55,29.70,71.10,0.84,-1,-1,-1
0,18,927.90,333.22,37.80,110.70,0.84,-1,-1,-1
0,19,423.67,344.70,33.30,82.35,0.84,-1,-1,-1
0,20,686.70,334.57,36.00,105.30,0.78,-1,-1,-1
0,21,1161.00,251.32,199.80,536.17,0.77,-1,-1,-1
0,22,802.80,348.97,19.80,48.15,0.76,-1,-1,-1
0,23,895.05,341.10,29.25,81.90,0.73,-1,-1,-1
1,1,303.19,322.63,80.37,166.13,0.94,-1,-1,-1
1,2,189.87,311.00,79.61,174.89,0.95,-1,-1,-1
1,3,-14.26,313.39,96.88,180.09,0.91,-1,-1,-1
1,4,550.35,325.61,50.42,141.03,0.92,-1,-1,-1
1,5,72.43,327.94,103.95,162.17,0.93,-1,-1,-1
1,6,901.06,336.04,65.82,143.07,0.93,-1,-1,-1
1,7,683.60,345.41,41.42,108.04,0.90,-1,-1,-1
1,8,592.61,341.14,46.82,126.91,0.90,-1,-1,-1
1,9,720.45,343.35,31.51,91.83,0.89,-1,-1,-1
1,10,436.55,350.56,48.59,111.58,0.90,-1,-1,-1
1,11,474.40,334.90,35.11,96.15,0.89,-1,-1,-1
1,12,354.90,331.66,43.01,130.99,0.88,-1,-1,-1
1,13,758.26,348.42,27.91,86.31,0.88,-1,-1,-1
1,14,611.12,335.54,39.50,107.53,0.88,-1,-1,-1
1,15,385.18,339.57,32.14,91.83,0.85,-1,-1,-1
1,16,67.81,324.97,71.28,137.35,0.78,-1,-1,-1
1,17,504.92,340.78,27.37,72.29,0.84,-1,-1,-1
1,18,929.65,333.22,39.38,110.74,0.83,-1,-1,-1
1,19,422.13,344.52,34.88,82.77,0.81,-1,-1,-1
1,20,687.98,334.19,36.02,105.73,0.78,-1,-1,-1
