0,1,715.05,260.10,62.10,176.85,0.89,-1,-1,-1
0,2,954.00,283.05,28.80,63.45,0.88,-1,-1,-1
0,3,827.55,270.67,79.20,177.30,0.86,-1,-1,-1
0,4,780.75,275.62,35.10,98.55,0.86,-1,-1,-1
0,5,1033.20,287.10,27.00,63.45,0.86,-1,-1,-1
0,6,802.35,283.95,37.80,99.45,0.84,-1,-1,-1
0,7,1125.90,296.10,25.20,61.20,0.84,-1,-1,-1
0,8,688.05,268.65,41.40,118.80,0.84,-1,-1,-1
0,9,1097.10,288.67,21.60,61.65,0.84,-1,-1,-1
0,10,622.80,272.70,38.70,108.90,0.83,-1,-1,-1
0,11,653.85,274.95,40.50,118.35,0.83,-1,-1,-1
0,12,983.70,287.10,27.00,60.75,0.82,-1,-1,-1
0,13,1197.00,286.65,21.60,57.15,0.78,-1,-1,-1
1,1,716.96,258.44,59.79,178.90,0.90,-1,-1,-1
1,2,954.09,281.80,28.82,63.88,0.88,-1,-1,-1
1,3,828.35,270.58,79.24,164.90,0.83,-1,-1,-1
1,4,780.74,274.76,34.34,98.61,0.88,-1,-1,-1
1,5,1033.34,285.85,27.01,63.88,0.82,-1,-1,-1
1,6,803.14,284.65,34.70,97.55,0.86,-1,-1,-1
1,7,1125.31,294.66,26.78,62.02,0.84,-1,-1,-1
1,8,686.04,267.39,43.77,120.04,0.86,-1,-1,-1
1,9,1097.27,287.62,21.61,61.29,0.83,-1,-1,-1
1,10,620.36,272.61,39.50,111.30,0.85,-1,-1,-1
1,11,652.60,274.28,39.74,117.64,0.83,-1,-1,-1
1,12,983.03,286.24,27.01,60.39,0.83,-1,-1,-1
1,13,1196.45,284.62,21.61,57.96,0.69,-1,-1,-1
1,14,845.55,216.56,17.10,42.19,0.76,-1,-1,-1
2,1,717.38,257.40,58.72,179.66,0.91,-1,-1,-1
2,2,954.28,280.80,28.84,63.97,0.88,-1,-1,-1
2,3,829.32,269.80,78.60,183.82,0.85,-1,-1,-1
2,4,779.79,273.49,34.94,100.05,0.87,-1,-1,-1
2,5,1032.86,284.67,27.04,64.32,0.86,-1,-1,-1
2,6,802.65,283.65,34.92,97.25,0.86,-1,-1,-1
2,7,1124.11,293.78,28.44,61.83,0.83,-1,-1,-1
2,8,684.40,266.24,46.96,120.64,0.87,-1,-1,-1
2,9,1096.83,285.93,23.03,61.60,0.83,-1,-1,-1
2,10,617.91,271.33,41.06,112.45,0.86,-1,-1,-1
2,11,651.40,273.41,38.93,116.14,0.84,-1,-1,-1
2,12,982.40,284.95,27.03,61.41,0.83,-1,-1,-1
2,13,1195.21,283.63,21.63,58.12,0.77,-1,-1,-1
2,15,331.20,281.25,22.05,58.50,0.73,-1,-1,-1
3,1,716.67,256.23,58.39,180.48,0.91,-1,-1,-1
3,2,953.44,279.49,28.82,64.31,0.88,-1,-1,-1
3,3,829.46,269.36,78.33,190.43,0.87,-1,-1,-1
3,4,779.37,272.07,34.42,100.46,0.87,-1,-1,-1
3,5,1032.45,282.97,27.02,64.08,0.86,-1,-1,-1
3,6,802.03,281.59,35.69,99.24,0.85,-1,-1,-1
3,7,1124.73,291.86,27.63,62.41,0.83,-1,-1,-1
3,8,683.12,264.34,47.95,121.79,0.88,-1,-1,-1
3,9,1096.42,284.09,23.47,62.37,0.82,-1,-1,-1
3,10,616.76,269.52,40.84,112.05,0.85,-1,-1,-1
3,11,649.93,273.31,38.66,114.59,0.85,-1,-1,-1
3,12,982.67,283.38,25.64,62.05,0.83,-1,-1,-1
3,13,1193.81,282.89,21.61,57.45,0.75,-1,-1,-1
3,15,329.58,280.15,21.35,58.55,0.73,-1,-1,-1
4,1,713.73,253.80,61.02,181.98,0.92,-1,-1,-1
4,2,952.42,278.16,30.14,64.06,0.88,-1,-1,-1
4,3,829.43,267.36,78.25,181.61,0.86,-1,-1,-1
4,4,777.22,270.71,36.25,100.53,0.84,-1,-1,-1
4,5,1031.57,281.84,27.01,63.97,0.87,-1,-1,-1
4,6,801.14,278.69,38.60,100.51,0.88,-1,-1,-1
4,7,1124.86,290.64,27.26,62.58,0.84,-1,-1,-1
4,8,680.80,262.50,46.25,121.10,0.84,-1,-1,-1
4,9,1095.51,283.08,23.57,61.93,0.84,-1,-1,-1
4,10,614.50,268.54,40.71,112.83,0.84,-1,-1,-1
4,11,647.51,271.85,39.27,114.80,0.86,-1,-1,-1
4,12,982.02,282.13,25.19,61.22,0.87,-1,-1,-1
4,13,1192.59,281.73,21.61,56.87,0.81,-1,-1,-1
4,15,327.51,278.55,21.56,59.25,0.77,-1,-1,-1
5,1,712.76,251.80,61.24,183.07,0.91,-1,-1,-1
5,2,951.42,276.53,30.57,64.28,0.89,-1,-1,-1
5,3,830.03,265.13,77.57,181.46,0.86,-1,-1,-1
5,4,776.52,269.89,36.21,99.87,0.87,-1,-1,-1
5,5,1030.60,280.46,27.00,63.92,0.88,-1,-1,-1
5,6,800.20,277.01,38.32,100.91,0.88,-1,-1,-1
5,7,1124.86,289.55,27.12,62.62,0.84,-1,-1,-1
5,8,679.74,260.71,46.18,121.14,0.86,-1,-1,-1
5,9,1095.16,281.59,23.57,62.08,0.85,-1,-1,-1
5,10,612.21,267.51,40.64,111.13,0.78,-1,-1,-1
5,11,645.80,269.99,40.12,113.60,0.85,-1,-1,-1
5,12,981.12,280.70,25.07,61.56,0.87,-1,-1,-1
5,13,1191.52,280.49,21.60,56.67,0.81,-1,-1,-1
