0,1,661.95,381.15,72.90,210.60,0.94,-1,-1,-1
0,2,739.80,388.35,75.60,244.80,0.93,-1,-1,-1
0,3,152.10,355.05,75.82,198.00,0.92,-1,-1,-1
0,4,61.26,368.32,80.04,209.02,0.92,-1,-1,-1
0,5,756.45,360.90,81.90,251.10,0.92,-1,-1,-1
0,6,636.30,400.95,45.00,135.00,0.89,-1,-1,-1
0,7,445.50,318.15,234.90,652.05,0.88,-1,-1,-1
0,8,20.63,388.35,39.05,90.45,0.86,-1,-1,-1
0,9,310.72,279.00,217.58,608.40,0.84,-1,-1,-1
0,10,40.13,395.55,32.99,79.65,0.82,-1,-1,-1
0,11,606.60,395.55,45.90,130.50,0.81,-1,-1,-1
0,12,715.95,400.50,48.60,156.60,0.72,-1,-1,-1
1,1,663.59,380.72,72.92,210.62,0.94,-1,-1,-1
1,2,739.88,389.29,77.18,241.12,0.92,-1,-1,-1
1,3,153.09,352.69,75.06,200.75,0.92,-1,-1,-1
1,4,61.01,368.32,80.31,209.05,0.92,-1,-1,-1
1,5,756.54,360.86,81.14,250.35,0.92,-1,-1,-1
1,6,638.71,401.11,43.45,132.87,0.88,-1,-1,-1
1,7,454.91,318.51,231.84,634.54,0.89,-1,-1,-1
1,8,21.19,387.96,38.60,90.46,0.85,-1,-1,-1
1,9,323.83,286.59,213.14,599.28,0.84,-1,-1,-1
1,10,39.57,395.16,33.85,80.05,0.82,-1,-1,-1
1,11,606.67,395.32,45.13,124.85,0.76,-1,-1,-1
1,12,716.81,399.88,49.39,155.25,0.79,-1,-1,-1
2,1,664.62,380.68,75.04,214.15,0.94,-1,-1,-1
2,2,740.65,388.94,77.47,241.02,0.93,-1,-1,-1
2,3,153.28,351.63,75.12,201.93,0.92,-1,-1,-1
2,4,61.16,368.19,80.54,209.58,0.92,-1,-1,-1
2,5,756.25,360.52,81.02,247.42,0.92,-1,-1,-1
2,6,638.81,400.99,44.62,137.28,0.81,-1,-1,-1
2,7,467.50,317.19,225.70,626.60,0.89,-1,-1,-1
2,8,21.46,387.94,38.45,90.46,0.84,-1,-1,-1
2,9,334.24,290.92,221.97,590.52,0.83,-1,-1,-1
2,10,39.80,394.96,33.96,79.94,0.81,-1,-1,-1
2,11,606.02,395.14,44.30,122.64,0.38,-1,-1,-1
2,12,718.76,403.32,50.24,151.50,0.78,-1,-1,-1
3,1,665.89,380.65,76.37,212.51,0.94,-1,-1,-1
3,2,740.50,389.49,78.88,238.29,0.92,-1,-1,-1
3,3,153.57,350.44,75.48,203.44,0.92,-1,-1,-1
3,4,61.73,368.10,80.76,209.74,0.92,-1,-1,-1
3,5,756.11,359.53,80.29,247.71,0.92,-1,-1,-1
3,6,639.80,400.76,45.67,139.51,0.72,-1,-1,-1
3,7,478.48,315.53,223.83,625.70,0.89,-1,-1,-1
3,8,22.31,387.89,38.20,90.12,0.82,-1,-1,-1
3,9,346.03,295.55,213.57,581.00,0.84,-1,-1,-1
3,10,40.01,394.51,34.27,80.24,0.80,-1,-1,-1
3,12,718.64,402.28,53.20,155.94,0.81,-1,-1,-1
3,13,354.82,324.45,144.23,416.70,0.75,-1,-1,-1
4,1,667.90,381.00,77.41,211.21,0.93,-1,-1,-1
4,2,740.09,388.51,80.62,239.96,0.92,-1,-1,-1
4,3,155.66,351.44,73.27,202.22,0.92,-1,-1,-1
4,4,62.43,367.76,80.57,209.77,0.93,-1,-1,-1
4,5,752.37,358.75,83.41,250.70,0.91,-1,-1,-1
4,6,642.38,400.05,44.68,137.86,0.52,-1,-1,-1
4,7,489.90,314.23,221.37,619.18,0.89,-1,-1,-1
4,8,23.48,388.05,37.60,89.83,0.82,-1,-1,-1
4,9,357.40,298.70,206.25,573.08,0.84,-1,-1,-1
4,10,40.18,393.89,34.61,80.50,0.82,-1,-1,-1
4,12,719.83,401.93,52.23,154.74,0.80,-1,-1,-1
4,13,363.00,324.80,128.26,403.06,0.75,-1,-1,-1
5,1,670.42,381.45,77.70,210.76,0.91,-1,-1,-1
5,2,740.22,388.20,81.81,240.56,0.92,-1,-1,-1
5,3,156.47,353.90,72.84,199.34,0.90,-1,-1,-1
5,4,63.26,367.94,80.01,209.77,0.93,-1,-1,-1
5,5,753.34,359.17,81.89,250.44,0.92,-1,-1,-1
5,6,642.22,399.33,45.59,140.57,0.61,-1,-1,-1
5,7,500.68,314.50,217.41,601.62,0.89,-1,-1,-1
5,8,24.01,387.76,37.94,90.07,0.83,-1,-1,-1
5,9,360.75,299.52,209.36,574.13,0.82,-1,-1,-1
5,10,40.64,393.67,34.23,80.26,0.82,-1,-1,-1
5,12,719.22,402.11,54.97,154.62,0.73,-1,-1,-1
5,13,362.47,323.10,134.76,391.31,0.85,-1,-1,-1
6,1,673.43,381.59,76.50,209.95,0.91,-1,-1,-1
6,2,740.87,388.40,83.42,240.45,0.91,-1,-1,-1
6,3,158.82,354.29,70.96,198.76,0.91,-1,-1,-1
6,4,63.98,367.69,79.72,209.74,0.93,-1,-1,-1
6,5,750.58,359.96,84.45,248.41,0.91,-1,-1,-1
6,6,642.74,398.92,46.52,145.66,0.39,-1,-1,-1
6,7,511.25,313.84,213.61,588.28,0.90,-1,-1,-1
6,8,24.58,387.97,39.12,89.52,0.83,-1,-1,-1
